Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-08-13,4752.8,4788,4716,4737.6
2010-08-16,4787.2,4794.2,4721.2,4734.3
2010-08-17,4742.8,4774.3,4701.8,4715.5
2010-08-18,4737,4743.4,4639.4,4669.3
2010-08-19,4711.4,4737.9,4653.5,4696.5
2010-08-20,4685.3,4744,4666.9,4714.2
2010-08-23,4715.9,4770.4,4696.6,4760.1
2010-08-24,4756.4,4785.4,4727.1,4776.2
2010-08-25,4792.6,4811.9,4728.1,4778.4
2010-08-26,4808.4,4820.3,4746.5,4785.3
2010-08-27,4798.4,4803.7,4739.7,4753.3
2010-08-30,4758.6,4805.4,4744.6,4803.4
2010-08-31,4771,4793.7,4734.7,4766.5
2010-09-01,4769.3,4781.8,4719.8,4732.6
2010-09-02,4740.3,4815.5,4732.4,4777.1
2010-09-03,4794.2,4803.5,4723.7,4754.1
2010-09-06,4757.1,4770.6,4727,4740
2010-09-07,4790.2,4815.8,4761.2,4810.9
2010-09-08,4809.8,4848.8,4799.5,4799.5
2010-09-09,4807.9,4824.2,4768.6,4800
2010-09-10,4803.8,4815.2,4753,4763.2
2010-09-13,4744.4,4763.1,4703.5,4727.6
2010-09-14,4774.4,4819.2,4759.8,4787.5
2010-09-15,4778.1,4865.6,4777.2,4860.4
2010-09-16,4834.2,4884.6,4790.5,4854.1
2010-09-17,4843.2,4925.5,4831.4,4896.9
2010-09-20,4878.5,4915.5,4869.6,4901.1
2010-09-21,4857.1,4869.5,4832.4,4834.7
2010-09-22,4815.9,4826,4775.9,4800.9
2010-09-23,4806.1,4873.9,4800.9,4861.7
2010-09-24,4864.6,4903.5,4793.4,4795.1
2010-09-27,4810.3,4828.4,4753,4762.6
2010-09-28,4744.1,4789.3,4727.8,4766
2010-09-29,4790.9,4817.3,4773.2,4798.2
2010-09-30,4785.8,4846,4784.2,4809.5
2010-10-01,4812.3,4826.5,4771.2,4788.7
2010-10-04,4777.2,4824.9,4771.8,4817.9
2010-10-05,4823.3,4859.3,4809.1,4825.5
2010-10-06,4836.2,4861.8,4797.4,4847.3
2010-10-07,4868.3,4877,4808.9,4861.5
2010-10-08,4810.4,4865.5,4784.2,4839.5
2010-10-11,4826.1,4841.8,4767.9,4792.6
2010-10-12,4820.6,4833.7,4766.3,4774.8
2010-10-13,4773.5,4811.4,4736.8,4741.7
2010-10-14,4734.6,4758.5,4709,4737.4
2010-10-15,4726,4737.6,4664.8,4704.7
2010-10-18,4723.6,4745.2,4707.2,4734.1
2010-10-19,4762.8,4805.7,4733.1,4788.3
2010-10-20,4784.1,4805.9,4736.1,4755.8
2010-10-21,4750.7,4762.6,4712.5,4746.7
2010-10-22,4757,4773.1,4727.9,4747
2010-10-25,4739.7,4777.9,4730,4755.2
2010-10-26,4777.1,4824.3,4750.4,4809.8
2010-10-27,4841.6,4862.8,4810,4818.3
2010-10-28,4800,4825,4782.7,4805.5
2010-10-29,4842.9,4874,4819,4840
2010-11-01,4848.3,4902.9,4837.1,4868.1
2010-11-02,4866.1,4868.9,4799.9,4824.8
2010-11-03,4814.7,4818.3,4714.9,4730.3
2010-11-04,4728,4811.7,4718.4,4801.8
2010-11-05,4869.9,4919.2,4826.9,4904.9
2010-11-08,4925.9,4990.2,4900.3,4982.1
2010-11-09,5039.8,5067.8,4989,5065.4
2010-11-10,4984.9,5020.3,4909,4911.9
2010-11-11,4952.9,5049.7,4935.7,5009.5
2010-11-12,4946.7,4975.2,4802.7,4844
2010-11-15,4815,4866.6,4799.4,4842.2
2010-11-16,4808.8,4838.9,4770.9,4824.9
2010-11-17,4797.3,4827.2,4749.9,4771.9
2010-11-18,4787.4,4814.6,4735.3,4801.2
2010-11-19,4759.2,4812.3,4723.9,4808.5
2010-11-22,4758,4804.2,4737.3,4804.2
2010-11-23,4822.5,4907.4,4751.9,4896.7
2010-11-24,4907.7,4949.4,4878.6,4906.6
2010-11-25,4922.2,4944.1,4894.6,4928.7
2010-11-26,4929.9,5023.4,4922.3,5003.5
2010-11-29,4998.9,5149.5,4992,5144.6
2010-11-30,5126.3,5178.9,5103.9,5127.3
2010-12-01,5151.4,5167.9,5095.2,5126.9
2010-12-02,5168,5231.9,5142,5167.6
2010-12-03,5158.7,5202.5,5113,5129.2
2010-12-06,5158.5,5223.1,5142.7,5147
2010-12-07,5157.1,5190.5,5112.8,5138.9
2010-12-08,5128.4,5173.4,5085.1,5105.4
2010-12-09,5091.1,5154.9,5079.5,5104
2010-12-10,5101.7,5127.5,5078.4,5097.9
2010-12-13,5150.2,5156.3,5044.8,5048.9
2010-12-14,5071.2,5095.2,5029.6,5081.1
2010-12-15,5067.1,5118.1,5034.9,5109.5
2010-12-16,5092.7,5129,5071.9,5093.2
2010-12-17,5079.7,5138.7,5067.9,5132.7
2010-12-20,5146.5,5202.6,5137.4,5196.2
2010-12-21,5183.8,5232.4,5168.6,5228
2010-12-22,5246.7,5272.1,5213.2,5254.3
2010-12-23,5236.4,5255.6,5163.5,5187.4
2010-12-27,5213.5,5253.1,5194.6,5252
2010-12-28,5238.4,5326.9,5222.2,5324.4
2010-12-29,5315.9,5325.3,5245.4,5262.6
2010-12-30,5287.3,5293.7,5182.5,5207.1
2010-12-31,5182.4,5210.3,5094.6,5210.3
2011-01-03,5273.2,5298.5,5235.7,5248.5
2011-01-04,5200.4,5219.4,5114.4,5115.3
2011-01-05,5110.9,5111.6,5029.5,5070
2011-01-06,5071.8,5143.1,5052.2,5112.8
